timestamp	pid	state	cpu_percent	rss_kb	rss_mb	threads	elapsed	command
2026-07-19T09:03:42+00:00	6591	SNl	0.0	16832	16.44	3	00:51	agent-leak-app-
2026-07-19T09:03:43+00:00	6591	SNl	0.0	16832	16.44	3	00:52	agent-leak-app-
2026-07-19T09:03:44+00:00	6591	SNl	0.0	16832	16.44	3	00:53	agent-leak-app-
2026-07-19T09:03:45+00:00	6591	SNl	0.0	16832	16.44	3	00:54	agent-leak-app-
2026-07-19T09:03:46+00:00	6591	SNl	0.0	16832	16.44	3	00:55	agent-leak-app-
2026-07-19T09:03:47+00:00	6591	SNl	0.0	16832	16.44	3	00:56	agent-leak-app-
2026-07-19T09:03:48+00:00	6591	SNl	0.0	16832	16.44	3	00:57	agent-leak-app-
2026-07-19T09:03:49+00:00	6591	SNl	0.0	16832	16.44	3	00:58	agent-leak-app-
2026-07-19T09:03:50+00:00	6591	SNl	0.0	16832	16.44	3	00:59	agent-leak-app-
2026-07-19T09:03:51+00:00	6591	SNl	0.0	16832	16.44	3	01:00	agent-leak-app-
